timestamp,scrip_code,company_name,quarter,filename,status,note
2026-03-26T14:47:02.436880,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:47:03.346731,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:47:04.331634,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:47:05.234533,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:47:06.141145,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:47:07.045076,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:47:08.238514,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:47:09.450203,532215,AXIS BANK LTD.,December 2024,,failed,
2026-03-26T14:47:10.717682,532215,AXIS BANK LTD.,December 2024,,failed,
2026-03-26T14:47:11.593865,532215,AXIS BANK LTD.,December 2024,,failed,
2026-03-26T14:47:12.509856,532215,AXIS BANK LTD.,September 2024,,failed,
2026-03-26T14:47:28.395433,532538,ULTRATECH CEMENT LTD.,December 2025,,failed,
2026-03-26T14:47:29.552087,532538,ULTRATECH CEMENT LTD.,September 2025,,failed,
2026-03-26T14:47:30.909838,532538,ULTRATECH CEMENT LTD.,September 2025,,failed,
2026-03-26T14:47:31.977498,532538,ULTRATECH CEMENT LTD.,September 2025,,failed,
2026-03-26T14:47:33.310828,532538,ULTRATECH CEMENT LTD.,September 2025,,failed,
2026-03-26T14:47:34.062748,532538,ULTRATECH CEMENT LTD.,September 2025,,failed,
2026-03-26T14:47:34.949253,532538,ULTRATECH CEMENT LTD.,September 2025,,failed,
2026-03-26T14:47:35.937724,532538,ULTRATECH CEMENT LTD.,September 2025,,failed,
2026-03-26T14:47:36.789438,532538,ULTRATECH CEMENT LTD.,September 2025,,failed,
2026-03-26T14:47:37.703483,532538,ULTRATECH CEMENT LTD.,September 2025,,failed,
2026-03-26T14:47:39.051114,532538,ULTRATECH CEMENT LTD.,June 2025,,failed,
2026-03-26T14:47:40.229271,532538,ULTRATECH CEMENT LTD.,March 2025,,failed,
2026-03-26T14:47:41.103358,532538,ULTRATECH CEMENT LTD.,December 2024,,failed,
2026-03-26T14:47:42.259357,532538,ULTRATECH CEMENT LTD.,December 2024,,failed,
2026-03-26T14:47:43.163352,532538,ULTRATECH CEMENT LTD.,December 2024,,failed,
2026-03-26T14:47:44.094400,532538,ULTRATECH CEMENT LTD.,December 2024,,failed,
2026-03-26T14:47:45.027130,532538,ULTRATECH CEMENT LTD.,December 2024,,failed,
2026-03-26T14:47:45.940325,532538,ULTRATECH CEMENT LTD.,December 2024,,failed,
2026-03-26T14:47:46.858139,532538,ULTRATECH CEMENT LTD.,September 2024,,failed,
2026-03-26T14:47:56.078298,532978,BAJAJ FINSERV LTD.,December 2025,,failed,
2026-03-26T14:47:57.568659,532978,BAJAJ FINSERV LTD.,September 2025,,failed,
2026-03-26T14:47:58.848259,532978,BAJAJ FINSERV LTD.,June 2025,,failed,
2026-03-26T14:48:00.077751,532978,BAJAJ FINSERV LTD.,March 2025,,failed,
2026-03-26T14:48:01.322036,532978,BAJAJ FINSERV LTD.,December 2024,,failed,
2026-03-26T14:48:02.210700,532978,BAJAJ FINSERV LTD.,December 2024,,failed,
2026-03-26T14:48:03.155407,532978,BAJAJ FINSERV LTD.,September 2024,,failed,
2026-03-26T14:48:07.238861,532978,BAJAJ FINSERV LTD.,December 2023,,failed,
2026-03-26T14:48:12.974102,532978,BAJAJ FINSERV LTD.,September 2022,,failed,
2026-03-26T14:48:14.675771,532978,BAJAJ FINSERV LTD.,March 2022,,failed,
2026-03-26T14:48:15.701215,532978,BAJAJ FINSERV LTD.,December 2021,,failed,
2026-03-26T14:48:16.915694,532978,BAJAJ FINSERV LTD.,September 2021,,failed,
