NSE Symbol,BSE Code,Industry,Sector,FY,Filing_Date,Window_Start,Window_End,n_trading_days,cum_return,cum_mkt_return,mar_log,mar_pct,iar_pct,sar_pct
HEROMOTOCO,500182,Auto Manufacturers,Consumer Cyclical,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.6146271360828792,0.3023925186913066,0.21490108252672852,0.23973925902562598,0.11870567846842534,0.3357292035743257
HSCL,500184,Specialty Chemicals,Basic Materials,FY24,2023-10-09,2023-10-10,2024-10-22,252,1.2871768294122305,0.33202066006475656,0.5406211488703208,0.717073089017282,0.8004567865495442,0.9841526071714941
HINDZINC,500188,Other Industrial Metals & Mining,Basic Materials,FY24,2023-10-09,2023-10-10,2024-10-22,252,0.7818961964466183,0.33202066006475656,0.29098099364262636,0.3377391581598974,-0.2699434197571705,0.4788719742058819
INFY,500209,Information Technology Services,Technology,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.2998615336829635,0.3023925186913066,-0.001945225758505309,-0.0019433350330408633,-0.08412456003649904,-0.215135356430951
KAJARIACER,500233,Building Products & Equipment,Industrials,FY24,2023-10-09,2023-10-10,2024-10-22,252,0.0011480760733959632,0.33202066006475656,-0.28554966501899137,-0.248398988027164,0.0032893226912497587,-0.5857007141121235
WHIRLPOOL,500238,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY24,2023-10-21,2023-10-23,2024-11-04,252,0.2180095247357289,0.30853785319967947,-0.07169238202917075,-0.06918281213079755,-0.7968755580206671,-0.06088840777282464
LMW,500252,Specialty Industrial Machinery,Industrials,FY24,2023-10-16,2023-10-17,2024-10-29,252,0.20163234709131617,0.31058763762720537,-0.08679469329178058,-0.08313468508916409,-0.6976831491369129,-0.38521644309420333
LICHSGFIN,500253,Mortgage Finance,Financial Services,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.30733585255533746,0.30819589537447994,-0.000657642829852978,-0.0006574266302037964,0.00409120567384369,-0.01939101538594601
RAMCOCEM,500260,Building Materials,Basic Materials,FY24,2023-10-19,2023-10-20,2024-11-01,252,-0.10521102102524243,0.3184801583576432,-0.38764704423904023,-0.32134816492851437,-0.07954233456061893,-0.4082352432659789
MAHSCOOTER,500266,Asset Management,Financial Services,FY24,2023-10-16,2023-10-17,2024-10-29,252,0.3188817910814714,0.31058763762720537,0.0063086346407784655,0.00632857598846457,-0.42537994364504716,-0.007845076859812061
MFSL,500271,Insurance - Life,Financial Services,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.36788681895324166,0.30819589537447994,0.04461807216744801,0.04562842903713191,0.0,0.041159951011958185
MRF,500290,Auto Parts,Consumer Cyclical,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.10049392361525235,0.30853785319967947,-0.17315127077360948,-0.15898961506975998,-0.1972103845016695,-0.1784040088933012
VEDL,500295,Other Industrial Metals & Mining,Basic Materials,FY24,2023-10-13,2023-10-16,2024-10-28,252,1.3217830359609593,0.3024435809237311,0.5780932627603222,0.7826361694026567,0.2699434197571704,1.0187588137202228
ONGC,500312,Oil & Gas Integrated,Energy,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.49735367083347626,0.30819589537447994,0.13505032166900072,0.14459438080169837,-0.3215392138466583,0.02158535852830229
RELIANCE,500325,Oil & Gas Refining & Marketing,Energy,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.15190797180497473,0.3184801583576432,-0.13506000455327927,-0.12633651367204352,-0.32386034050019924,-0.32386034050019924
PATANJALI,500368,Packaged Foods,Consumer Defensive,FY24,2023-10-21,2023-10-23,2024-11-04,252,0.3385683254442485,0.30853785319967947,0.022690257687935866,0.022949639684581948,0.10235924988713074,0.13210760131002866
SHREECEM,500387,Building Materials,Basic Materials,FY24,2023-10-11,2023-10-12,2024-10-24,252,-0.06267586777724701,0.30909357947876404,-0.3340611046920521,-0.2839899706818796,-0.03700718131262351,-0.3657000900179834
TATAPOWER,500400,Utilities - Independent Power Producers,Utilities,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.6738283396944177,0.3024435809237311,0.250871244106011,0.28514460373576384,-0.049761334349815556,-0.015719457475910636
SUNDRMFAST,500403,Auto Parts,Consumer Cyclical,FY24,2023-10-11,2023-10-12,2024-10-24,252,0.13270112215071486,0.30909357947876404,-0.14472981975047244,-0.13474396337524058,-0.16500318596620697,-0.14619681035783869
TATAELXSI,500408,Software - Application,Technology,FY24,2023-10-09,2023-10-10,2024-10-22,252,-0.03811620789515478,0.33202066006475656,-0.3255587163979722,-0.2778762214858717,-0.643295616840828,-0.5531130980090693
ACC,500410,Building Materials,Basic Materials,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.15131179147786206,0.3023925186913066,-0.12330099147529947,-0.11600245321222838,0.17698047794248556,-0.15171243076287438
THERMAX,500411,Conglomerates,Industrials,FY24,2023-10-11,2023-10-12,2024-10-24,252,0.7250365573840004,0.30909357947876404,0.27591326928402304,0.3177335710949331,0.36065127903824623,0.13818776719848092
TORNTPHARM,500420,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.7917202590719039,0.3024435809237311,0.3189340192206306,0.3756605547559791,0.1910108004454696,0.25282409621884794
AMBUJACEM,500425,Building Materials,Basic Materials,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.2811700328946454,0.3023925186913066,-0.016429223395298787,-0.01629499977317621,0.30683871935926893,-0.021854189346091013
PGHH,500459,Household & Personal Products,Consumer Defensive,FY24,2023-10-21,2023-10-23,2024-11-04,252,-0.051276050224352804,0.30853785319967947,-0.3215477793326049,-0.27497401205796496,-0.15229541723151563,-0.2577367743585726
FEDERALBNK,500469,Banks - Regional,Financial Services,FY24,2023-10-16,2023-10-17,2024-10-29,252,0.3701676233802691,0.31058763762720537,0.044457470214597394,0.04546051255369092,0.18793035364530325,0.04344075543898562
TATASTEEL,500470,Steel,Basic Materials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.21861645278617312,0.30853785319967947,-0.07119421114156207,-0.06871899058451202,-0.18810194040904885,-0.08440776945456333
BAJAJHLDNG,500490,Asset Management,Financial Services,FY24,2023-10-16,2023-10-17,2024-10-29,252,0.4915435788966551,0.31058763762720537,0.129335927739957,0.1380723700378153,-0.25271815582986346,0.16481671095537165
BHARATFORG,500493,Auto Parts,Consumer Cyclical,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.33757968145354034,0.30853785319967947,0.021951401665671277,0.02219410633238224,0.0398753733366185,0.05868174894498679
ESCORTS,500495,Farm & Heavy Construction Machinery,Industrials,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.1339803812717006,0.30819589537447994,-0.1429151042368721,-0.1331723442328253,0.0,-0.4528684089138189
LT,500510,Engineering & Construction,Industrials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.21290914000171127,0.30853785319967947,-0.07588864930231784,-0.07308058606339415,-0.3939512912204314,-0.37393965018380826
M&M,500520,Auto Manufacturers,Consumer Cyclical,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.8231379609253324,0.3184801583576432,0.32407949274543013,0.3827572219185407,0.32721650331087854,0.5442400284167789
BOSCHLTD,500530,Auto Parts,Consumer Cyclical,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.7220003429994514,0.30853785319967947,0.27457623392581937,0.3159728920250644,0.42429603488252954,0.4431024104908978
BPCL,500547,Oil & Gas Refining & Marketing,Energy,FY24,2023-10-11,2023-10-12,2024-10-24,252,1.0285018147148681,0.30909357947876404,0.4379625246121017,0.5495468364626368,0.5527335024096942,0.5527335024096942
VOLTAS,500575,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY24,2023-10-09,2023-10-10,2024-10-22,252,1.070067629786579,0.33202066006475656,0.4408841955810255,0.5540807225061675,0.05518254703018299,0.7911696972780254
GESHIP,500620,Marine Shipping,Industrials,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.5670649279539561,0.3023925186913066,0.185001425072933,0.20322015480294864,0.0,-0.019783862231563365
DEEPAKFERT,500645,Chemicals,Basic Materials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.9201771698509198,0.30853785319967947,0.3835070864801729,0.4674219512684634,0.7159895365860423,0.6171529476101834
HINDUNILVR,500696,Household & Personal Products,Consumer Defensive,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.007614304163588879,0.30819589537447994,-0.26106354725943093,-0.2297680280710922,-0.09340506284357393,-0.19884641997063093
AKZOINDIA,500710,Specialty Chemicals,Basic Materials,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.8646297933558555,0.30819589537447994,0.35441352224263867,0.42534447627363375,0.37790975049316927,0.5616055711151191
TATACHEM,500770,Chemicals,Basic Materials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.1080393217039013,0.30853785319967947,-0.16631829466855924,-0.1532233332077575,-0.09614831156097621,-0.19498490053683515
NESTLEIND,500790,Packaged Foods,Consumer Defensive,FY24,2023-10-18,2023-10-19,2024-10-31,252,-0.05282443650552537,0.30819589537447994,-0.3229198227876894,-0.27596809709960207,-0.2890335120626431,-0.25928516063974516
TATACONSUM,500800,Packaged Foods,Consumer Defensive,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.13384982566998696,0.3023925186913066,-0.13858420432792623,-0.12941005925823174,-0.10235924988713077,-0.07261089846423285
COLPAL,500830,Household & Personal Products,Consumer Defensive,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.5841068369597506,0.3024435809237311,0.19577856097558632,0.21625754862736987,0.48308746995258783,0.37764611282553084
INDHOTEL,500850,Lodging,Consumer Cyclical,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.6375795378804867,0.30819589537447994,0.22457025117218915,0.2517846475979948,0.0473697457494523,0.35868160537193317
CASTROLIND,500870,Oil & Gas Refining & Marketing,Energy,FY24,2023-10-10,2023-10-11,2024-10-23,252,0.4567402503655514,0.3200391903888724,0.0985398084425465,0.1035583344585459,-0.019028061939622587,-0.019028061939622587
ITC,500875,Tobacco,Consumer Defensive,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.0898171966952285,0.3024435809237311,-0.17823220499543196,-0.16325189616098512,-0.8449007135585028,-0.11664352743899131
APOLLOTYRE,500877,Auto Parts,Consumer Cyclical,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.3165106837252902,0.3184801583576432,-0.0014948628797112895,-0.0014937461287292293,0.018806375608368342,0.03761275121673663
CEATLTD,500878,Auto Parts,Consumer Cyclical,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.3171779955831675,0.3024435809237311,0.01124938821422028,0.011312900516570806,0.01947368746624567,0.03828006307461396
TATAINVEST,501301,Asset Management,Financial Services,FY24,2023-10-18,2023-10-19,2024-10-31,252,1.0649182830294421,0.30819589537447994,0.4564416443202468,0.578447303137536,0.32065654830292356,0.7381914150881587
BALKRISIND,502355,Auto Parts,Consumer Cyclical,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.10893801905373679,0.30819589537447994,-0.1652461911613402,-0.15231501415443918,-0.18876628906318504,-0.16995991345481676
PHOENIXLTD,503100,Real Estate - Diversified,Real Estate,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.5771834954226126,0.30853785319967947,0.186730287220506,0.20530215581156636,-0.305981725358799,-0.414477111627205
SRF,503806,Conglomerates,Industrials,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.020444723256207522,0.30819589537447994,-0.24841047346013811,-0.21996030803620714,-0.3439405550895467,-0.566404066929312
SARDAEN,504614,Steel,Basic Materials,FY24,2023-10-20,2023-10-23,2024-11-04,252,1.008455381804578,0.30853785319967947,0.42845558861877847,0.5348851979279295,0.6017369886093561,0.7054311595638416
CHOLAHLDNG,504973,Credit Services,Financial Services,FY24,2023-10-05,2023-10-06,2024-10-18,252,0.7963135837654848,0.3631641536757808,0.2759279748165996,0.3177529492113725,0.7045441351582851,0.4695867158242013
EICHERMOT,505200,Auto Manufacturers,Consumer Cyclical,FY24,2023-10-21,2023-10-23,2024-11-04,252,0.44954685500230723,0.30853785319967947,0.10234062253198645,0.10776073573861693,-0.046374602612146654,0.17064892249375369
SCHAEFFLER,505790,Auto Parts,Consumer Cyclical,FY24,2023-10-09,2023-10-10,2024-10-22,252,0.27889793250855355,0.33202066006475656,-0.04069836571817864,-0.039881309013345495,-0.018806375608368286,0.0
BAYERCROP,506285,Agricultural Inputs,Basic Materials,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.2730868032321615,0.3184801583576432,-0.03503517287156094,-0.03442854626043495,-0.016312848211728792,-0.02993741900857494
DEEPAKNTR,506401,Chemicals,Basic Materials,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.30033594482585374,0.3023925186913066,-0.0015803218217270154,-0.0015790737707242185,0.09614831156097622,-0.0026882774148827004
ASTRAZEN,506820,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.5926793897913389,0.3184801583576432,0.18893807072079016,0.2079661416939716,-0.008030068835095383,0.05378322693828297
JBCHEPHARM,506943,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.4295992934767667,0.30819589537447994,0.08874518172562218,0.0928021548848647,-0.17111016514966765,-0.1092968693762893
WIPRO,507685,Information Technology Services,Technology,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.3628542947118983,0.3024435809237311,0.04533906885089878,0.046382595509682004,-0.021131799007564234,-0.1521425954020162
APOLLOHOSP,508869,Medical Care Facilities,Healthcare,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.39117112051795966,0.30819589537447994,0.06149691623094877,0.06342721715980272,-0.03763793390726261,-0.1477250423350963
SUPREMEIND,509930,Building Products & Equipment,Industrials,FY24,2023-10-16,2023-10-17,2024-10-29,252,-0.005430569309103555,0.31058763762720537,-0.2759209834267028,-0.24112710807226448,-0.003289322691249759,-0.5922793594946231
CHOLAFIN,511243,Credit Services,Financial Services,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.08576732604457027,0.30819589537447994,-0.18636205894741042,-0.17002695858959105,-0.0060021225626294,-0.2409595418967132
UPL,512070,Agricultural Inputs,Basic Materials,FY24,2023-10-20,2023-10-23,2024-11-04,252,-0.10318048742472904,0.30853785319967947,-0.3778110207262907,-0.3146399927351443,-0.3925801388686193,-0.4062047096654655
ADANIENT,512599,Thermal Coal,Energy,FY24,2023-10-21,2023-10-23,2024-11-04,252,0.16977286132825367,0.30853785319967947,-0.1121007769203437,-0.10604583698676588,0.1651555435010691,-0.30599545097692027
HINDCOPPER,513599,Copper,Basic Materials,FY24,2023-10-09,2023-10-10,2024-10-22,252,1.0291809721854648,0.33202066006475656,0.4209351671063735,0.5233855097163549,0.0,0.7261567499447283
NLCINDIA,513683,Utilities - Regulated Electric,Utilities,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.9149359992269585,0.3023925186913066,0.3854812293033455,0.47032171311238696,-0.11727215095114907,0.22538820205663013
ANANTRAJ,515055,Real Estate - Development,Real Estate,FY24,2023-10-21,2023-10-23,2024-11-04,252,2.103918455763112,0.30853785319967947,0.8637549600146446,1.3720509484485366,1.188071813987033,1.1122578487132944
HONAUT,517174,Electrical Equipment & Parts,Industrials,FY24,2023-10-21,2023-10-23,2024-11-04,252,0.2152620925606905,0.30853785319967947,-0.07395060369506928,-0.07128243207554753,-0.4427164200537359,-0.371586697624829
MOTHERSON,517334,Auto Parts,Consumer Cyclical,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.9683538956945654,0.3024435809237311,0.41295542979376487,0.511277666475619,0.6706495875776436,0.6894559631860119
KEI,517569,Electrical Equipment & Parts,Industrials,FY24,2023-10-09,2023-10-10,2024-10-22,252,0.5250149651325086,0.33202066006475656,0.13530714065583432,0.14488837212057173,-0.13296354748191785,-0.06183382505301094
TVSHLTD,520056,Auto Parts,Consumer Cyclical,FY24,2023-10-19,2023-10-20,2024-11-01,252,1.1595471712957812,0.3184801583576432,0.49341887874930945,0.6379064619264412,0.8618428631788594,0.8806492387872277
TRIDENT,521064,Textile Manufacturing,Consumer Cyclical,FY24,2023-10-09,2023-10-10,2024-10-22,252,-0.0895645812007254,0.33202066006475656,-0.38052939426737686,-0.31650052728535494,-0.16066326193524805,-0.36846251370927896
TIMKEN,522113,Tools & Accessories,Industrials,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.12767885175574073,0.3023925186913066,-0.14404156535241494,-0.13414824212221738,0.0,-0.45916993842977877
KPIL,522287,Engineering & Construction,Industrials,FY24,2023-10-19,2023-10-20,2024-11-01,246,0.7912143371055368,0.31357457451218057,0.31014168651032303,0.36361830676475776,0.18435390588339418,0.2043655469200173
3MINDIA,523395,Conglomerates,Industrials,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.22958928465502915,0.3184801583576432,-0.0697994793422789,-0.06741919712568177,-0.13479599369072504,-0.35725950553049035
JMFINANCIL,523405,Capital Markets,Financial Services,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.5876051498839057,0.30853785319967947,0.19331631447216197,0.2132665065835442,0.11366281848635013,0.2608782819426222
VINATIORGA,524200,Specialty Chemicals,Basic Materials,FY24,2023-10-06,2023-10-09,2024-10-21,252,0.020892057503149937,0.34519420626511976,-0.27586158264000116,-0.24108202908662707,-0.46582798535953635,-0.2821321647375865
SUNPHARMA,524715,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.6198467569749401,0.3184801583576432,0.20585187226004514,0.22857120504012163,0.01913729834850575,0.0809505941218841
AUROPHARMA,524804,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-11,2023-10-12,2024-10-24,252,0.6050684165043186,0.30909357947876404,0.20383140911784914,0.22609142819522615,0.004358957877884317,0.06617225365126267
NATCOPHARM,524816,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-11,2023-10-12,2024-10-24,252,0.5131328627092453,0.30909357947876404,0.14484727137377396,0.155863023414814,-0.08757659591718903,-0.025763300143810675
MPHASIS,526299,Information Technology Services,Technology,FY24,2023-10-10,2023-10-11,2024-10-23,252,0.2969039277168464,0.3200391903888724,-0.017681595948556117,-0.017526193798239068,-0.08708216600261609,-0.21809296239706805
JUBLPHARMA,530019,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-18,2023-10-19,2024-10-31,252,1.8614994613740004,0.30819589537447994,0.782696765708051,1.1873631246602228,1.260790002747566,1.3226032985209444
CONCOR,531344,Railroads,Industrials,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.16005736916428678,0.3184801583576432,-0.12801021797852974,-0.12015561113236228,0.0,-0.4267914210212327
HATSUN,531531,Packaged Foods,Consumer Defensive,FY24,2023-10-17,2023-10-18,2024-10-30,252,-0.05645670822285331,0.3023925186913066,-0.3223160029912372,-0.27553078028638034,-0.29266578377997104,-0.2629174323570731
CGCL,531595,Credit Services,Financial Services,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.09777157116982907,0.3023925186913066,-0.17092069138665666,-0.15711158086740887,0.0060021225626294,-0.2289552967714544
MARICO,531642,Household & Personal Products,Consumer Defensive,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.19442442985073674,0.30819589537447994,-0.09098458823387717,-0.08696821777687612,0.09340506284357393,-0.012036294283483073
BANKBARODA,532134,Banks - Regional,Financial Services,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.2797480952444925,0.3184801583576432,-0.029816420076487632,-0.029376295780891414,0.09751082550952667,-0.04697877269679096
GMDCLTD,532181,Thermal Coal,Energy,FY24,2023-10-14,2023-10-16,2024-10-28,252,-0.16053822567388448,0.3024435809237311,-0.439236515077113,-0.3554716790644055,-0.1651555435010691,-0.6363065379790585
CUB,532210,Banks - Regional,Financial Services,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.25696238201717403,0.3023925186913066,-0.03550496963747235,-0.034882062068187045,0.07472511228220818,-0.06976448592410944
NATIONALUM,532234,Aluminum,Basic Materials,FY24,2023-10-17,2023-10-18,2024-10-30,252,1.3175284648339423,0.3023925186913066,0.5762983289413709,0.7794393253753352,0.0,1.0145042425932058
APARINDS,532259,Electrical Equipment & Parts,Industrials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.7909420600963444,0.30853785319967947,0.3138314007006043,0.3686589621515911,0.13296354748191797,0.20409326991082488
HCLTECH,532281,Information Technology Services,Technology,FY24,2023-10-16,2023-10-17,2024-10-29,252,0.5149968901139145,0.31058763762720537,0.14493777125588408,0.1559676336157025,0.13101079639445196,0.0
JINDALSTEL,532286,Steel,Basic Materials,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.40671839319522196,0.3184801583576432,0.06477993306739105,0.06692420381015984,0.0,0.10369417095448552
WOCKPHARMA,532300,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-19,2023-10-20,2024-11-01,252,3.015828770765305,0.3184801583576432,1.1137640666688324,2.045801444420368,2.4151193121388705,2.476932607912249
ZYDUSLIFE,532321,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-09,2023-10-10,2024-10-22,252,0.5963505007485501,0.33202066006475656,0.18102300435723417,0.19844274838120232,-0.004358957877884206,0.057454337895494145
AJANTPHARM,532331,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-11,2023-10-12,2024-10-24,252,0.6678669900222344,0.30909357947876404,0.242210584902957,0.2740624628884984,0.06715753139580005,0.1289708271691784
OFSS,532466,Software - Infrastructure,Technology,FY24,2023-10-13,2023-10-16,2024-10-28,252,1.7189500854039166,0.3024435809237311,0.7360036300604683,1.0875760955999012,0.0,1.2039531952900022
UNIONBANK,532477,Banks - Regional,Financial Services,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.1494873997073719,0.3023925186913066,-0.12488686838263033,-0.11740325346584422,-0.03274987002759394,-0.17723946823391157
UBL,532478,Beverages - Brewers,Consumer Defensive,FY24,2023-10-12,2023-10-13,2024-10-25,252,0.2184970184177029,0.2915866398561425,-0.058253268825731785,-0.05658901941458636,0.0,0.012036294283483073
RADICO,532497,Beverages - Wineries & Distilleries,Consumer Defensive,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.9029229420185142,0.3023925186913066,0.3791881225963788,0.46109787541673175,0.0,0.6964622178842944
MARUTI,532500,Auto Manufacturers,Consumer Cyclical,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.03278635331967169,0.30853785319967947,-0.2366500240879673,-0.21073253571207834,-0.4631351042947822,-0.24611157918888185
NAVINFLUOR,532504,Chemicals,Basic Materials,FY24,2023-10-19,2023-10-20,2024-11-01,252,-0.07592470020025985,0.3184801583576432,-0.35544139542108455,-0.2991359832439125,-0.28011233346513736,-0.3789489224409963
UCOBANK,532505,Banks - Regional,Financial Services,FY24,2023-10-09,2023-10-10,2024-10-22,252,0.08133932805370958,0.33202066006475656,-0.2084966911645572,-0.18819627917697615,-0.10089794168125626,-0.2453875398875739
IGL,532514,Utilities - Regulated Gas,Utilities,FY24,2023-10-17,2023-10-18,2024-10-30,252,-0.12490851527268419,0.3023925186913066,-0.3976298161173984,-0.32808928785414027,-0.15358398172404156,-0.8144563124430125
PETRONET,532522,Oil & Gas Refining & Marketing,Energy,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.49479637424479656,0.30853785319967947,0.13307962178106808,0.1423409499310025,0.019028061939622587,0.019028061939622587
COFORGE,532541,Information Technology Services,Technology,FY24,2023-10-21,2023-10-23,2024-11-04,252,0.5334990800097114,0.30853785319967947,0.1586417333771592,0.17191801235245077,0.14951298629024884,0.018502189895796883
IIFL,532636,Credit Services,Financial Services,FY24,2023-10-13,2023-10-16,2024-10-28,252,-0.3622822144999613,0.3024435809237311,-0.7141016136938314,-0.5103682072372374,-0.45405166310716094,-0.6890090824412447
YESBANK,532648,Banks - Regional,Financial Services,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.19209945299668574,0.3024435809237311,-0.08852617883295208,-0.08472085051759869,0.009862183261719892,-0.13462741494459773
AIAENG,532683,Specialty Industrial Machinery,Industrials,FY24,2023-10-16,2023-10-17,2024-10-29,252,0.11213908873511173,0.31058763762720537,-0.16419034716892478,-0.15141951838595175,-0.7871764074931173,-0.47470970145040775
KEC,532714,Engineering & Construction,Industrials,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.3537337213285361,0.3024435809237311,0.03862431667026728,0.03937993257905921,-0.2531267098936065,-0.2331150688569834
M&MFIN,532720,Credit Services,Financial Services,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.013857141307538541,0.30853785319967947,-0.2551483623072653,-0.22519846191042775,-0.07791230729966113,-0.3128697266337449
SOLARINDS,532725,Specialty Chemicals,Basic Materials,FY24,2023-10-12,2023-10-13,2024-10-25,252,0.9766330625735123,0.2915866398561425,0.42552350783519344,0.5303913818694119,0.48991301971082607,0.6736088403327759
GALLANTT,532726,Steel,Basic Materials,FY24,2023-10-19,2023-10-20,2024-11-01,252,2.616173944412095,0.3184801583576432,1.0089368674192345,1.7426836281833475,2.209455551216873,2.3131497221713584
GPIL,532734,Steel,Basic Materials,FY24,2023-10-16,2023-10-17,2024-10-29,252,0.3373738102602094,0.31058763762720537,0.020232232894767777,0.02043829185013518,-0.06934458293501256,0.034349588019472965
GMRAIRPORT,532754,Airports & Air Services,Industrials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.35449337585640384,0.30853785319967947,0.03451712079321856,0.0351197502956085,0.0,-0.23235541432911566
NAUKRI,532777,Internet Content & Information,Communication Services,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.8176895847542525,0.30853785319967947,0.32865586445054135,0.38909973472267434,0.0,0.2451777721222469
LTFOODS,532783,Packaged Foods,Consumer Defensive,FY24,2023-10-13,2023-10-31,2024-10-28,238,1.23838721410406,0.3348928140599282,0.5169046133082731,0.6768291734946524,1.0021781385469422,1.0319264899698402
SOBHA,532784,Real Estate - Development,Real Estate,FY24,2023-10-18,2023-10-19,2024-10-31,252,1.0674745723235564,0.30819589537447994,0.45767884015794114,0.5804013600973176,0.15162793054747747,0.07581396527373874
REDINGTON,532805,Information Technology Services,Technology,FY24,2023-10-16,2023-10-17,2024-10-29,252,0.08276645424300093,0.31058763762720537,-0.19095631726127466,-0.17383132332658843,-0.3012196394764616,-0.43223043587091353
FSL,532809,Information Technology Services,Technology,FY24,2023-10-12,2023-10-13,2024-10-25,252,1.0014044889769653,0.2915866398561425,0.43797776261271537,0.5495704486381824,0.6174183952575028,0.48640759886305085
PFC,532810,Credit Services,Financial Services,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.870504601155693,0.3184801583576432,0.34972855660639335,0.4186824043569041,0.7787351525484932,0.5437777332144095
INDIANB,532814,Banks - Regional,Financial Services,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.3345719448010956,0.3023925186913066,0.024407627836029677,0.024707932246204885,0.15233467506612974,0.007845076859812117
IDEA,532822,Telecom Services,Communication Services,FY24,2023-10-19,2023-10-20,2024-11-01,252,-0.3413970894907025,0.3184801583576432,-0.6941141678629235,-0.5004832599607094,-0.564254249322177,-0.913908902122708
ASTRAL,532830,Building Products & Equipment,Industrials,FY24,2023-10-20,2023-10-23,2024-11-04,252,-0.04552677509405339,0.30853785319967947,-0.31550605891047145,-0.2705803484614239,-0.04338552847619959,-0.6323755652795728
DLF,532868,Real Estate - Development,Real Estate,FY24,2023-10-04,2023-10-05,2024-10-17,252,0.682033945229787,0.3652317940848126,0.20867951607872048,0.232050083009782,-0.2338126965462919,-0.3096266618200306
KPRMILL,532889,Textile Manufacturing,Consumer Cyclical,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.23176194266977074,0.3024435809237311,-0.055796559629896575,-0.05426848370954455,0.16066326193524808,-0.04713598983878281
