BSE Code,NSE Symbol,FY,Industry,n_obs,mar_pct,capm_alpha,ff5_alpha,total_vol,idio_vol,downside_vol,roe
500312.0,ONGC,FY23,Oil & Gas Integrated,250,0.5112961625583936,0.25021246769890343,0.42371287126632834,0.021975785029745357,0.016049458251544056,0.008738576883648203,0.1449378857173549
500325.0,RELIANCE,FY23,Oil & Gas Refining & Marketing,250,-0.14813293024395155,-0.158076240265275,-0.1097608786949805,0.013217383220784354,0.00954846546347059,0.005658683351423229,0.0877412313590369
500368.0,PATANJALI,FY23,Packaged Foods,250,-0.08521066565225839,-0.21550816268379808,-0.21315989219196624,0.023415165456711795,0.018762948322540055,0.011052826445075048,0.0749757391081343
500387.0,SHREECEM,FY23,Building Materials,250,-0.1928063639606201,-0.09608573928601229,-0.09975588517705028,0.01427769648304572,0.013387265708427276,0.008822608712032089,0.1157179760149776
500400.0,TATAPOWER,FY23,Utilities - Independent Power Producers,250,0.42581087804144896,0.15929830725504085,-0.29174525594018547,0.022223071803305627,0.015814243124161825,0.007944895658486047,0.1142394334898559
500403.0,SUNDRMFAST,FY23,Auto Parts,250,-0.17182381900072471,-0.035429922835438964,0.09578719207655553,0.015128711307212713,0.014706132705097708,0.009378223912508647,0.1525054593610136
500408.0,TATAELXSI,FY23,Software - Application,250,-0.3268443179570686,-0.24801839944074133,-0.07354838243198686,0.013536638162822957,0.012623977436404199,0.008826669227110458,0.3161797968859496
500410.0,ACC,FY23,Building Materials,250,0.04606160976640925,-0.12040480050084873,-0.1540960913682066,0.02130052331846505,0.015648381050997823,0.007844551424003228,0.1429990531729729
500411.0,THERMAX,FY23,Conglomerates,250,0.5483281476987542,0.6320037180267658,0.871950459796955,0.02353086611118472,0.022467637426452452,0.013186440299869902,0.1453398801747826
500420.0,TORNTPHARM,FY23,Drug Manufacturers - Specialty & Generic,250,0.21591466354287142,0.4247235795370297,0.1862264777091309,0.014824071771609135,0.014410973445680894,0.009549264895009112,0.2415903969428907
