NSE Symbol,BSE Code,Q_FY,Beta_Market,Momentum,Log_MarketCap,FY,ROE,DE_Ratio
3MINDIA,523395,Q3FY26,0.5626584136509304,0.11545040053270474,26.70360101435927,FY26,0.25782193298022865,0.05390493750625847
3MINDIA,523395,Q4FY21,0.5790936029988949,0.08070729512533519,26.486976135483985,FY21,0.25782193298022865,0.05390493750625847
3MINDIA,523395,Q4FY22,0.5699003534167184,0.0087493698915727,26.051810392804526,FY22,0.25782193298022865,0.05390493750625847
3MINDIA,523395,Q4FY23,0.4057988007867722,0.11806420467829042,26.240831761795228,FY23,0.268868648889423,0.01594508016356056
3MINDIA,523395,Q4FY24,0.541020761200873,0.4313727649670303,26.55066308749126,FY24,0.2717480441830778,0.00846698551970247
3MINDIA,523395,Q4FY25,0.5234571371524313,-0.1411668958958219,26.49140688333444,FY25,0.25782193298022865,0.05390493750625847
3MINDIA,523395,Q4FY26,0.6753171856011729,0.3966746194030137,26.550162027679978,FY26,0.25782193298022865,0.05390493750625847
ABB,500002,Q1FY22,0.43689959495796643,0.3786372760867434,26.65344991985395,FY22,,
ABB,500002,Q1FY23,0.4704238873829448,0.5592736759693602,26.896912014445718,FY23,0.20573914698314172,0.006699180671375731
ABB,500002,Q1FY24,0.7605869771109623,0.8661474506100392,27.55204876940166,FY24,0.20893752313023584,0.00823941055748074
ABB,500002,Q1FY25,1.2440726299144709,1.113688342873501,28.209062365310704,FY25,0.2645278005483789,0.007332447635469373
ABB,500002,Q1FY26,1.2028223935871702,-0.2857447831245396,27.882596132314827,FY26,0.2128971578575266,0.010824414017884148
ABB,500002,Q2FY22,0.45603940819082533,0.543511874135351,26.68737725477743,FY22,0.2128971578575266,0.010824414017884148
ABB,500002,Q2FY23,0.5150313707810098,0.9651556398223737,27.19126481187045,FY23,0.20573914698314172,0.006699180671375731
ABB,500002,Q2FY24,0.8104393142827937,0.42414286800273604,27.477059616613516,FY24,0.20893752313023584,0.00823941055748074
ABB,500002,Q2FY25,1.27503708555906,0.8659560413260847,28.157717707379625,FY25,0.2645278005483789,0.007332447635469373
ABB,500002,Q2FY26,1.1776940888508725,-0.34632715492022464,27.72486170618689,FY26,0.2128971578575266,0.010824414017884148
ABB,500002,Q3FY22,0.4357880273638429,0.7202737161571029,26.864732709012245,FY22,0.2128971578575266,0.010824414017884148
ABB,500002,Q3FY23,0.6009171211769737,0.504423539013183,27.05054722896248,FY23,0.20573914698314172,0.006699180671375731
ABB,500002,Q3FY24,0.8295992777409279,0.39120568167041353,27.608696671319237,FY24,0.20893752313023584,0.00823941055748074
ABB,500002,Q3FY25,1.2875500768410835,0.7156408167110822,28.004719902918414,FY25,0.2645278005483789,0.007332447635469373
ABB,500002,Q3FY26,1.149242993238069,-0.2863067831065755,27.72229251332005,FY26,0.2128971578575266,0.010824414017884148
ABB,500002,Q4FY21,0.3637270340539304,0.23967716142728318,26.401090499581517,FY21,0.2128971578575266,0.010824414017884148
ABB,500002,Q4FY22,0.4637979991922805,0.48815734268400524,26.83027676728782,FY22,0.2128971578575266,0.010824414017884148
ABB,500002,Q4FY23,0.673807661245254,0.5379475228959718,27.277084173966198,FY23,0.20573914698314172,0.006699180671375731
ABB,500002,Q4FY24,0.8573489557024614,0.6864100028759457,27.91666150659408,FY24,0.20893752313023584,0.00823941055748074
ABB,500002,Q4FY25,1.471223107983001,0.1775834941835904,27.784546751521294,FY25,0.2645278005483789,0.007332447635469373
ABB,500002,Q4FY26,0.9494298574265785,0.20905234756043206,27.861381451547658,FY26,0.2128971578575266,0.010824414017884148
ABREL,500040,Q1FY22,0.8808801321443724,0.21772119858405278,24.927966220796847,FY22,,
ABREL,500040,Q1FY23,1.324579107072744,0.5808426699009721,25.199269469170694,FY23,0.06994885305286556,0.2725375883751325
ABREL,500040,Q1FY24,1.0276930052729998,0.11437715627629168,25.271280289419433,FY24,0.012698723844850898,0.6287011766361575
ABREL,500040,Q1FY25,1.3996074585121252,1.649950796881072,26.26523501273302,FY25,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q1FY26,1.3762440429188287,-0.01907691068426794,26.31819514069794,FY26,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q2FY22,0.8223147525175036,0.9060030662383611,25.350027741493484,FY22,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q2FY23,1.3222247471377213,0.14075513476431295,25.210503371033454,FY23,0.06994885305286556,0.2725375883751325
ABREL,500040,Q2FY24,1.0566603232725513,0.23141573399398008,25.536322331843447,FY24,0.012698723844850898,0.6287011766361575
ABREL,500040,Q2FY25,1.2323810169655476,1.3944857456655262,26.47525649472004,FY25,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q2FY26,1.4236344156842158,-0.29182491639355673,25.953189986700455,FY26,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q3FY22,1.0943769007494002,1.0383816667518495,25.32926498898499,FY22,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q3FY23,1.1762162573297044,0.0001362670232124662,25.087053312539805,FY23,0.06994885305286556,0.2725375883751325
ABREL,500040,Q3FY24,1.2243448669827148,0.6286648160178234,25.626569860780254,FY24,0.012698723844850898,0.6287011766361575
ABREL,500040,Q3FY25,1.3720440397267826,1.2480208228049101,26.347664639478975,FY25,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q3FY26,1.4103009893587297,-0.3185529345574583,25.944510320255326,FY26,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q4FY21,0.757438652563108,0.17831355980143015,24.64816369343001,FY21,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q4FY22,1.3167872335511315,0.5973049727970162,25.258191396473354,FY22,-0.04199715644253254,1.3010941967470953
ABREL,500040,Q4FY23,1.042013512237966,-0.21192087800003728,24.964654211442106,FY23,0.06994885305286556,0.2725375883751325
ABREL,500040,Q4FY24,1.2809473668397062,1.3012310976496224,25.914149606885275,FY24,0.012698723844850898,0.6287011766361575
ABREL,500040,Q4FY25,1.4595470166114872,0.2989679743254851,26.1008133943594,FY25,-0.04199715644253254,1.3010941967470953
